Fecha,precio_eth,precio_eth_log,volumen_eth,volumen_eth_log,precio_nasdaq,precio_nasdaq_log,volumen_nasdaq,volumen_nasdaq_log
2015-09-08 0:00:00,"1,236","0,212","419.148,80","12,95","4.811,93","8,48","1.765.600.000,00","21,29175641"
2015-09-09 0:00:00,"1,207","0,188","367.774,33","12,82","4.756,53","8,47","1.963.750.000,00","21,39812175"
2015-09-10 0:00:00,"1,167","0,155","639.527,92","13,37","4.796,25","8,48","1.845.770.000,00","21,33616237"
2015-09-11 0:00:00,"0,977","-0,024","1.901.710,70","14,46","4.822,34","8,48","1.686.190.000,00","21,24573738"
2015-09-14 0:00:00,"0,874","-0,135","739.213,73","13,51","4.805,76","8,48","1.467.740.000,00","21,10698964"
2015-09-15 0:00:00,"0,942","-0,060","725.816,47","13,50","4.860,52","8,49","1.587.460.000,00","21,18540109"
2015-09-16 0:00:00,"0,903","-0,102","629.370,08","13,35","4.889,24","8,49","1.666.380.000,00","21,23391945"
2015-09-17 0:00:00,"0,883","-0,124","910.704,95","13,72","4.893,95","8,50","1.891.510.000,00","21,36064129"
2015-09-18 0:00:00,"0,846","-0,167","478.606,40","13,08","4.827,23","8,48","3.272.150.000,00","21,9087131"
2015-09-21 0:00:00,"0,901","-0,104","429.253,50","12,97","4.828,95","8,48","2.021.530.000,00","21,42712049"
2015-09-22 0:00:00,"0,897","-0,109","485.738,96","13,09","4.756,72","8,47","2.042.880.000,00","21,43762641"
2015-09-23 0:00:00,"0,894","-0,112","204.065,41","12,23","4.752,74","8,47","1.606.330.000,00","21,19721791"
2015-09-24 0:00:00,"0,816","-0,203","818.263,07","13,61","4.734,48","8,46","1.995.820.000,00","21,41432083"
2015-09-25 0:00:00,"0,741","-0,300","901.151,62","13,71","4.686,50","8,45","2.050.530.000,00","21,44136413"
2015-09-28 0:00:00,"0,583","-0,539","1.214.056,21","14,01","4.543,97","8,42","2.387.610.000,00","21,5935587"
2015-09-29 0:00:00,"0,658","-0,419","936.630,33","13,75","4.517,32","8,42","2.293.450.000,00","21,55332307"
2015-09-30 0:00:00,"0,735","-0,308","640.217,62","13,37","4.620,16","8,44","2.398.350.000,00","21,59804684"
2015-10-01 0:00:00,"0,686","-0,377","588.839,78","13,29","4.627,08","8,44","2.133.990.000,00","21,4812593"
2015-10-02 0:00:00,"0,676","-0,391","220.969,49","12,31","4.707,78","8,46","2.183.320.000,00","21,50411249"
2015-10-05 0:00:00,"0,628","-0,465","221.647,21","12,31","4.781,26","8,47","2.005.320.000,00","21,41906949"
2015-10-06 0:00:00,"0,646","-0,437","268.523,04","12,50","4.748,36","8,47","2.085.020.000,00","21,45804428"
2015-10-07 0:00:00,"0,610","-0,494","216.715,51","12,29","4.791,15","8,47","2.149.890.000,00","21,48868251"
2015-10-08 0:00:00,"0,623","-0,472","310.876,14","12,65","4.810,79","8,48","1.984.230.000,00","21,40849677"
2015-10-09 0:00:00,"0,651","-0,430","379.233,12","12,85","4.830,47","8,48","1.804.260.000,00","21,31341637"
2015-10-12 0:00:00,"0,629","-0,464","108.895,53","11,60","4.838,64","8,48","1.343.820.000,00","21,01878214"
2015-10-13 0:00:00,"0,603","-0,506","297.117,08","12,60","4.796,61","8,48","1.565.060.000,00","21,17119"
2015-10-14 0:00:00,"0,518","-0,658","944.847,80","13,76","4.782,85","8,47","1.902.460.000,00","21,36641362"
2015-10-15 0:00:00,"0,561","-0,577","376.563,07","12,84","4.870,10","8,49","1.942.900.000,00","21,38744754"
2015-10-16 0:00:00,"0,533","-0,629","247.071,25","12,42","4.886,69","8,49","1.855.290.000,00","21,34130686"
2015-10-19 0:00:00,"0,487","-0,719","240.250,38","12,39","4.905,47","8,50","1.619.920.000,00","21,2056426"
2015-10-20 0:00:00,"0,433","-0,837","352.361,06","12,77","4.880,97","8,49","1.711.700.000,00","21,26075287"
2015-10-21 0:00:00,"0,440","-0,822","599.041,01","13,30","4.840,12","8,48","1.895.390.000,00","21,36269046"
2015-10-22 0:00:00,"0,565","-0,570","979.304,07","13,79","4.920,05","8,50","2.156.040.000,00","21,49153904"
2015-10-23 0:00:00,"0,541","-0,615","866.798,49","13,67","5.031,86","8,52","2.178.270.000,00","21,50179682"
2015-10-26 0:00:00,"0,744","-0,296","1.174.026,82","13,98","5.034,70","8,52","1.758.690.000,00","21,28783505"
2015-10-27 0:00:00,"0,854","-0,157","1.887.568,91","14,45","5.030,15","8,52","1.986.840.000,00","21,40981127"
2015-10-28 0:00:00,"1,010","0,010","2.447.633,80","14,71","5.095,69","8,54","2.141.130.000,00","21,48459956"
2015-10-29 0:00:00,"1,164","0,152","2.236.842,21","14,62","5.074,27","8,53","1.928.310.000,00","21,37990981"
2015-10-30 0:00:00,"1,042","0,041","2.384.550,00","14,68","5.053,75","8,53","2.016.390.000,00","21,42457462"
2015-11-02 0:00:00,"0,955","-0,046","970.665,68","13,79","5.127,15","8,54","1.888.180.000,00","21,35887924"
2015-11-03 0:00:00,"1,002","0,002","1.878.273,01","14,45","5.145,13","8,55","2.028.630.000,00","21,43062653"
2015-11-04 0:00:00,"0,902","-0,103","3.218.064,88","14,98","5.142,48","8,55","2.096.110.000,00","21,46334908"
2015-11-05 0:00:00,"0,907","-0,098","1.202.885,38","14,00","5.127,74","8,54","2.054.490.000,00","21,44329348"
2015-11-06 0:00:00,"0,909","-0,095","913.629,17","13,73","5.147,12","8,55","2.066.430.000,00","21,44908832"
2015-11-09 0:00:00,"0,996","-0,004","1.972.521,39","14,49","5.095,30","8,54","1.850.770.000,00","21,33886761"
2015-11-10 0:00:00,"0,935","-0,067","865.031,54","13,67","5.083,24","8,53","1.906.120.000,00","21,3683356"
2015-11-11 0:00:00,"0,789","-0,237","1.243.322,75","14,03","5.067,02","8,53","1.672.340.000,00","21,23748968"
2015-11-12 0:00:00,"0,901","-0,105","826.829,67","13,63","5.005,08","8,52","1.820.930.000,00","21,3226132"
2015-11-13 0:00:00,"0,904","-0,101","545.086,27","13,21","4.927,88","8,50","2.001.050.000,00","21,41693788"
2015-11-16 0:00:00,"0,934","-0,068","616.346,93","13,33","4.984,62","8,51","1.819.190.000,00","21,32165718"
2015-11-17 0:00:00,"0,995","-0,005","1.128.249,55","13,94","4.986,02","8,51","1.861.710.000,00","21,34476126"
2015-11-18 0:00:00,"0,994","-0,006","687.203,33","13,44","5.075,20","8,53","2.017.390.000,00","21,42507043"
2015-11-19 0:00:00,"0,951","-0,050","434.385,48","12,98","5.073,64","8,53","1.794.110.000,00","21,30777491"
2015-11-20 0:00:00,"0,927","-0,076","606.560,34","13,32","5.104,92","8,54","1.766.630.000,00","21,29233961"
2015-11-23 0:00:00,"0,945","-0,056","437.126,39","12,99","5.102,48","8,54","1.668.280.000,00","21,23505899"
2015-11-24 0:00:00,"0,899","-0,106","354.914,09","12,78","5.102,81","8,54","1.956.920.000,00","21,39463765"
2015-11-25 0:00:00,"0,868","-0,142","708.867,18","13,47","5.116,14","8,54","1.539.300.000,00","21,1545936"
2015-11-27 0:00:00,"0,871","-0,138","398.595,50","12,90","5.127,52","8,54","781.730.000,00","20,47701997"
2015-11-30 0:00:00,"0,874","-0,135","775.372,54","13,56","5.108,67","8,54","2.244.550.000,00","21,53177089"
2015-12-01 0:00:00,"0,875","-0,134","643.109,86","13,37","5.156,31","8,55","2.035.570.000,00","21,43404171"
2015-12-02 0:00:00,"0,823","-0,195","494.205,89","13,11","5.123,22","8,54","2.060.340.000,00","21,44613685"
2015-12-03 0:00:00,"0,825","-0,193","541.681,14","13,20","5.037,53","8,52","2.088.100.000,00","21,4595204"
2015-12-04 0:00:00,"0,839","-0,176","241.947,49","12,40","5.142,27","8,55","1.897.490.000,00","21,3637978"
2015-12-07 0:00:00,"0,801","-0,222","494.657,62","13,11","5.101,81","8,54","1.952.690.000,00","21,39247375"
2015-12-08 0:00:00,"0,819","-0,200","435.966,81","12,99","5.098,24","8,54","1.871.450.000,00","21,34997937"
2015-12-09 0:00:00,"0,792","-0,233","627.128,93","13,35","5.022,87","8,52","2.003.450.000,00","21,41813653"
2015-12-10 0:00:00,"0,847","-0,166","374.543,01","12,83","5.045,17","8,53","1.746.520.000,00","21,28089107"
2015-12-11 0:00:00,"0,917","-0,087","765.839,87","13,55","4.933,47","8,50","2.084.950.000,00","21,45801071"
2015-12-14 0:00:00,"0,995","-0,005","562.723,39","13,24","4.952,23","8,51","2.216.060.000,00","21,51899668"
2015-12-15 0:00:00,"1,017","0,017","573.171,62","13,26","4.995,36","8,52","2.054.710.000,00","21,44340056"
2015-12-16 0:00:00,"0,989","-0,011","207.316,99","12,24","5.071,13","8,53","2.036.610.000,00","21,4345525"
2015-12-17 0:00:00,"0,940","-0,062","641.112,35","13,37","5.002,55","8,52","1.897.220.000,00","21,36365549"
2015-12-18 0:00:00,"0,921","-0,082","297.866,40","12,60","4.923,08","8,50","3.765.210.000,00","22,04906947"
2015-12-21 0:00:00,"0,897","-0,109","543.846,40","13,21","4.968,92","8,51","1.673.400.000,00","21,23812332"
2015-12-22 0:00:00,"0,879","-0,129","468.144,56","13,06","5.001,11","8,52","1.556.670.000,00","21,16581476"
2015-12-23 0:00:00,"0,868","-0,142","333.657,86","12,72","5.045,93","8,53","1.591.490.000,00","21,18793652"
2015-12-24 0:00:00,"0,861","-0,149","353.090,34","12,77","5.048,49","8,53","706.880.000,00","20,37637148"
2015-12-28 0:00:00,"0,842","-0,172","228.592,59","12,34","5.040,99","8,53","1.310.650.000,00","20,99378903"
2015-12-29 0:00:00,"0,869","-0,140","211.396,57","12,26","5.107,94","8,54","1.383.470.000,00","21,04786067"
2015-12-30 0:00:00,"0,900","-0,105","584.414,47","13,28","5.065,85","8,53","1.247.530.000,00","20,94443143"
2015-12-31 0:00:00,"0,937","-0,066","668.846,07","13,41","5.007,41","8,52","1.437.480.000,00","21,08615742"
2016-01-04 0:00:00,"0,959","-0,042","341.506,82","12,74","4.903,09","8,50","2.218.420.000,00","21,52006107"
2016-01-05 0:00:00,"0,953","-0,048","217.443,24","12,29","4.891,43","8,50","1.927.380.000,00","21,3794274"
2016-01-06 0:00:00,"0,968","-0,032","328.507,15","12,70","4.835,76","8,48","2.168.620.000,00","21,49735686"
2016-01-07 0:00:00,"0,959","-0,042","642.269,52","13,37","4.689,43","8,45","2.552.590.000,00","21,66037437"
2016-01-08 0:00:00,"0,996","-0,004","554.403,40","13,23","4.643,63","8,44","2.288.750.000,00","21,55127165"
2016-01-11 0:00:00,"1,069","0,066","1.025.253,04","13,84","4.637,99","8,44","2.391.110.000,00","21,59502353"
2016-01-12 0:00:00,"1,167","0,155","2.962.550,40","14,90","4.685,92","8,45","2.147.470.000,00","21,48755624"
2016-01-13 0:00:00,"1,130","0,122","1.003.321,36","13,82","4.526,06","8,42","2.533.200.000,00","21,65274916"
2016-01-14 0:00:00,"1,157","0,146","731.050,85","13,50","4.615,00","8,44","2.565.560.000,00","21,66544262"
2016-01-15 0:00:00,"1,211","0,191","4.049.516,21","15,21","4.488,42","8,41","2.818.630.000,00","21,75951679"
2016-01-19 0:00:00,"1,377","0,320","1.684.557,29","14,34","4.476,95","8,41","2.394.550.000,00","21,59646116"
2016-01-20 0:00:00,"1,565","0,448","2.899.771,05","14,88","4.471,69","8,41","3.204.130.000,00","21,88770644"
2016-01-21 0:00:00,"1,545","0,435","1.670.627,32","14,33","4.472,06","8,41","2.447.750.000,00","21,61843507"
2016-01-22 0:00:00,"1,471","0,386","1.585.027,99","14,28","4.591,18","8,43","2.153.340.000,00","21,49028596"
2016-01-25 0:00:00,"2,481","0,909","10.884.776,21","16,20","4.518,49","8,42","2.028.880.000,00","21,43074975"
2016-01-26 0:00:00,"2,087","0,736","11.669.540,23","16,27","4.567,67","8,43","1.981.180.000,00","21,40695846"
2016-01-27 0:00:00,"2,385","0,869","7.048.626,22","15,77","4.468,17","8,40","2.115.710.000,00","21,47265629"
2016-01-28 0:00:00,"2,520","0,924","5.043.090,70","15,43","4.506,68","8,41","2.322.310.000,00","21,56582822"
2016-01-29 0:00:00,"2,486","0,911","6.527.897,66","15,69","4.613,95","8,44","2.617.550.000,00","21,6855046"
2016-02-01 0:00:00,"2,222","0,798","3.991.411,34","15,20","4.620,37","8,44","1.983.340.000,00","21,40804813"
2016-02-02 0:00:00,"2,403","0,877","3.602.402,31","15,10","4.516,95","8,42","2.185.180.000,00","21,50496404"
2016-02-03 0:00:00,"2,516","0,923","4.030.697,34","15,21","4.504,24","8,41","2.466.190.000,00","21,62594029"
2016-02-04 0:00:00,"2,557","0,939","3.532.651,02","15,08","4.509,56","8,41","2.200.930.000,00","21,51214584"
2016-02-05 0:00:00,"2,533","0,929","2.640.353,62","14,79","4.363,14","8,38","2.489.280.000,00","21,63525935"
2016-02-08 0:00:00,"3,165","1,152","9.781.404,74","16,10","4.283,75","8,36","2.702.070.000,00","21,71728398"
2016-02-09 0:00:00,"3,720","1,314","16.355.217,95","16,61","4.268,76","8,36","2.465.790.000,00","21,62577808"
2016-02-10 0:00:00,"4,427","1,488","29.316.397,61","17,19","4.283,59","8,36","2.448.380.000,00","21,61869242"
2016-02-11 0:00:00,"6,005","1,793","28.752.968,92","17,17","4.266,84","8,36","2.812.330.000,00","21,75727916"
2016-02-12 0:00:00,"5,476","1,700","9.902.598,24","16,11","4.337,51","8,38","1.983.190.000,00","21,4079725"
2016-02-16 0:00:00,"4,369","1,475","15.444.552,59","16,55","4.435,96","8,40","2.117.920.000,00","21,47370031"
2016-02-17 0:00:00,"3,744","1,320","14.847.989,05","16,51","4.534,06","8,42","2.296.440.000,00","21,55462593"
2016-02-18 0:00:00,"4,398","1,481","17.707.643,87","16,69","4.487,54","8,41","1.955.870.000,00","21,39410094"
2016-02-19 0:00:00,"4,494","1,503","7.215.680,13","15,79","4.504,43","8,41","1.903.770.000,00","21,36710197"
2016-02-22 0:00:00,"5,609","1,724","15.140.246,89","16,53","4.570,61","8,43","1.794.020.000,00","21,30772475"
2016-02-23 0:00:00,"5,612","1,725","13.534.870,66","16,42","4.503,58","8,41","1.777.750.000,00","21,29861436"
2016-02-24 0:00:00,"6,134","1,814","11.396.482,66","16,25","4.542,61","8,42","1.978.180.000,00","21,40544307"
2016-02-25 0:00:00,"5,936","1,781","20.614.025,81","16,84","4.582,20","8,43","1.667.840.000,00","21,23479521"
2016-02-26 0:00:00,"5,897","1,775","9.515.283,26","16,07","4.590,47","8,43","1.814.920.000,00","21,31930723"
2016-02-29 0:00:00,"6,312","1,842","7.546.069,55","15,84","4.557,95","8,42","2.065.260.000,00","21,44852196"
2016-03-01 0:00:00,"7,560","2,023","20.945.587,17","16,86","4.689,60","8,45","2.080.150.000,00","21,45570584"
2016-03-02 0:00:00,"8,398","2,128","29.743.237,91","17,21","4.703,42","8,46","1.912.510.000,00","21,37168235"
2016-03-03 0:00:00,"9,505","2,252","40.441.406,85","17,52","4.707,42","8,46","1.936.290.000,00","21,38403961"
2016-03-04 0:00:00,"10,038","2,306","35.604.151,85","17,39","4.717,02","8,46","2.171.230.000,00","21,49855966"
2016-03-07 0:00:00,"9,397","2,240","31.891.736,92","17,28","4.708,25","8,46","2.084.390.000,00","21,45774208"
2016-03-08 0:00:00,"9,801","2,282","26.473.661,60","17,09","4.648,82","8,44","1.993.060.000,00","21,41293698"
2016-03-09 0:00:00,"11,972","2,483","28.637.679,64","17,17","4.674,38","8,45","1.789.550.000,00","21,30523003"
2016-03-10 0:00:00,"11,206","2,416","26.154.096,47","17,08","4.662,16","8,45","1.936.470.000,00","21,38413256"
2016-03-11 0:00:00,"11,209","2,417","21.083.465,44","16,86","4.748,47","8,47","1.801.790.000,00","21,31204645"
2016-03-14 0:00:00,"12,290","2,509","56.738.456,43","17,85","4.750,28","8,47","1.615.100.000,00","21,20266271"
2016-03-15 0:00:00,"12,967","2,562","30.654.519,11","17,24","4.728,67","8,46","1.692.420.000,00","21,24942529"
2016-03-16 0:00:00,"12,529","2,528","23.016.882,43","16,95","4.763,97","8,47","1.781.060.000,00","21,30047453"
2016-03-17 0:00:00,"10,956","2,394","41.222.397,15","17,53","4.774,99","8,47","1.907.190.000,00","21,36889679"
2016-03-18 0:00:00,"10,798","2,379","56.331.932,50","17,85","4.795,65","8,48","2.829.040.000,00","21,76320327"
2016-03-21 0:00:00,"11,851","2,472","28.692.538,04","17,17","4.808,87","8,48","1.609.230.000,00","21,19902164"
2016-03-22 0:00:00,"11,317","2,426","19.752.147,76","16,80","4.821,66","8,48","1.596.200.000,00","21,19089164"
2016-03-23 0:00:00,"12,403","2,518","19.194.415,66","16,77","4.768,86","8,47","1.732.630.000,00","21,27290632"
2016-03-24 0:00:00,"11,128","2,409","25.440.037,39","17,05","4.773,50","8,47","1.590.990.000,00","21,1876223"
2016-03-28 0:00:00,"11,676","2,458","23.146.182,98","16,96","4.766,79","8,47","1.381.000.000,00","21,04607371"
2016-03-29 0:00:00,"11,738","2,463","17.227.685,67","16,66","4.846,62","8,49","1.806.490.000,00","21,31465157"
2016-03-30 0:00:00,"11,882","2,475","18.966.041,62","16,76","4.869,29","8,49","1.717.820.000,00","21,26432188"
2016-03-31 0:00:00,"11,355","2,430","14.483.801,49","16,49","4.869,85","8,49","1.774.270.000,00","21,29665491"
2016-04-01 0:00:00,"11,636","2,454","11.085.851,67","16,22","4.914,54","8,50","1.812.250.000,00","21,317835"
2016-04-04 0:00:00,"11,187","2,415","8.612.716,04","15,97","4.891,80","8,50","1.705.730.000,00","21,25725901"
2016-04-05 0:00:00,"10,419","2,344","19.160.809,11","16,77","4.843,93","8,49","1.726.010.000,00","21,26907822"
2016-04-06 0:00:00,"10,666","2,367","16.326.497,51","16,61","4.920,72","8,50","1.761.770.000,00","21,28958482"
2016-04-07 0:00:00,"10,030","2,306","12.647.730,14","16,35","4.848,37","8,49","1.908.940.000,00","21,36981395"
2016-04-08 0:00:00,"9,759","2,278","14.041.839,90","16,46","4.850,69","8,49","1.588.830.000,00","21,18626373"
2016-04-11 0:00:00,"8,668","2,160","14.850.316,57","16,51","4.833,40","8,48","1.545.540.000,00","21,1586392"
2016-04-12 0:00:00,"7,517","2,017","22.286.939,44","16,92","4.872,09","8,49","1.759.280.000,00","21,28817047"
2016-04-13 0:00:00,"8,016","2,081","30.653.780,44","17,24","4.947,42","8,51","1.936.450.000,00","21,38412224"
2016-04-14 0:00:00,"8,434","2,132","13.178.565,12","16,39","4.945,89","8,51","1.645.810.000,00","21,2214985"
2016-04-15 0:00:00,"8,206","2,105","11.510.142,23","16,26","4.938,22","8,50","1.684.790.000,00","21,24490676"
2016-04-18 0:00:00,"8,960","2,193","20.650.475,77","16,84","4.960,02","8,51","1.672.260.000,00","21,23744184"
2016-04-19 0:00:00,"8,697","2,163","11.931.697,81","16,29","4.940,33","8,51","1.824.250.000,00","21,32443478"
2016-04-20 0:00:00,"8,484","2,138","14.929.127,40","16,52","4.948,13","8,51","1.781.340.000,00","21,30063173"
2016-04-21 0:00:00,"8,111","2,093","12.241.737,00","16,32","4.945,89","8,51","1.758.190.000,00","21,28755071"
2016-04-22 0:00:00,"7,855","2,061","12.838.519,62","16,37","4.906,23","8,50","2.018.930.000,00","21,42583351"
2016-04-25 0:00:00,"7,813","2,056","9.849.771,91","16,10","4.895,79","8,50","1.582.270.000,00","21,18212636"
2016-04-26 0:00:00,"7,425","2,005","17.588.527,34","16,68","4.888,28","8,49","1.825.020.000,00","21,32485678"
2016-04-27 0:00:00,"7,725","2,044","18.898.653,06","16,75","4.863,14","8,49","1.938.780.000,00","21,38532475"
2016-04-28 0:00:00,"7,250","1,981","10.503.191,40","16,17","4.805,29","8,48","2.161.400.000,00","21,494022"
2016-04-29 0:00:00,"7,476","2,012","8.232.651,04","15,92","4.775,36","8,47","2.376.460.000,00","21,58887782"
2016-05-02 0:00:00,"10,108","2,313","40.531.647,26","17,52","4.817,59","8,48","1.880.460.000,00","21,35478226"
2016-05-03 0:00:00,"9,285","2,228","20.068.196,22","16,81","4.763,22","8,47","1.984.340.000,00","21,4085522"
2016-05-04 0:00:00,"9,414","2,242","16.758.119,37","16,63","4.725,64","8,46","1.950.800.000,00","21,39150538"
2016-05-05 0:00:00,"9,827","2,285","17.630.163,28","16,69","4.717,09","8,46","1.888.350.000,00","21,35896927"
2016-05-06 0:00:00,"9,277","2,228","20.206.557,48","16,82","4.736,16","8,46","1.860.800.000,00","21,34427234"
2016-05-09 0:00:00,"9,353","2,236","10.349.090,13","16,15","4.750,21","8,47","1.625.100.000,00","21,20883519"
2016-05-10 0:00:00,"9,350","2,235","8.837.274,15","15,99","4.809,88","8,48","1.760.120.000,00","21,28864783"
2016-05-11 0:00:00,"9,981","2,301","14.650.764,26","16,50","4.760,69","8,47","1.859.110.000,00","21,34336372"
2016-05-12 0:00:00,"10,091","2,312","22.804.335,07","16,94","4.737,33","8,46","1.930.450.000,00","21,38101897"
2016-05-13 0:00:00,"10,586","2,360","27.489.270,97","17,13","4.717,68","8,46","1.698.030.000,00","21,25273459"
2016-05-16 0:00:00,"11,134","2,410","27.963.225,28","17,15","4.775,46","8,47","1.741.510.000,00","21,27801839"
2016-05-17 0:00:00,"12,157","2,498","36.364.157,81","17,41","4.715,73","8,46","1.925.230.000,00","21,37831128"
2016-05-18 0:00:00,"13,354","2,592","62.651.459,73","17,95","4.739,12","8,46","1.934.100.000,00","21,38290794"
2016-05-19 0:00:00,"14,718","2,689","53.477.909,08","17,79","4.712,53","8,46","1.805.890.000,00","21,31431938"
2016-05-20 0:00:00,"13,694","2,617","48.337.340,57","17,69","4.769,56","8,47","1.970.520.000,00","21,4015633"
2016-05-23 0:00:00,"13,235","2,583","21.271.913,58","16,87","4.765,78","8,47","1.865.110.000,00","21,34658587"
2016-05-24 0:00:00,"12,664","2,539","41.166.028,01","17,53","4.861,06","8,49","1.942.280.000,00","21,38712838"
2016-05-25 0:00:00,"12,504","2,526","25.364.775,56","17,05","4.894,89","8,50","1.784.420.000,00","21,30235927"
2016-05-26 0:00:00,"12,498","2,526","19.032.556,07","16,76","4.901,77","8,50","1.606.250.000,00","21,19716811"
2016-05-27 0:00:00,"11,192","2,415","53.491.048,64","17,80","4.933,50","8,50","1.505.020.000,00","21,13207202"
2016-05-31 0:00:00,"14,009","2,640","39.491.270,92","17,49","4.948,05","8,51","2.285.350.000,00","21,54978502"
2016-06-01 0:00:00,"13,858","2,629","20.161.807,32","16,82","4.952,25","8,51","1.797.090.000,00","21,30943453"
2016-06-02 0:00:00,"13,774","2,623","9.543.717,95","16,07","4.971,36","8,51","1.729.050.000,00","21,27083796"
2016-06-03 0:00:00,"13,843","2,628","21.310.804,98","16,87","4.942,52","8,51","1.697.840.000,00","21,25262269"
2016-06-06 0:00:00,"13,942","2,635","7.633.717,20","15,85","4.968,71","8,51","1.663.840.000,00","21,23239402"
2016-06-07 0:00:00,"14,549","2,678","19.688.483,52","16,80","4.961,75","8,51","1.747.760.000,00","21,2816008"
2016-06-08 0:00:00,"14,432","2,669","14.566.862,12","16,49","4.974,64","8,51","1.692.640.000,00","21,24955528"
2016-06-09 0:00:00,"14,441","2,670","6.538.415,62","15,69","4.958,62","8,51","1.632.340.000,00","21,21328041"
2016-06-10 0:00:00,"13,944","2,635","9.751.904,43","16,09","4.894,55","8,50","1.822.200.000,00","21,3233104"
2016-06-13 0:00:00,"17,553","2,865","33.190.471,73","17,32","4.848,44","8,49","1.888.300.000,00","21,35894279"
2016-06-14 0:00:00,"18,770","2,932","57.195.562,17","17,86","4.843,55","8,49","1.919.710.000,00","21,37543997"
2016-06-15 0:00:00,"18,422","2,914","16.794.245,39","16,64","4.834,93","8,48","1.802.200.000,00","21,31227398"
2016-06-16 0:00:00,"20,509","3,021","33.609.803,06","17,33","4.844,92","8,49","1.851.770.000,00","21,33940778"
2016-06-17 0:00:00,"15,397","2,734","176.008.430,10","18,99","4.800,34","8,48","2.638.220.000,00","21,69337028"
2016-06-20 0:00:00,"11,815","2,469","79.924.563,20","18,20","4.837,21","8,48","1.779.560.000,00","21,29963198"
2016-06-21 0:00:00,"12,985","2,564","73.815.982,10","18,12","4.843,76","8,49","1.698.080.000,00","21,25276404"
2016-06-22 0:00:00,"12,738","2,545","157.698.817,00","18,88","4.833,32","8,48","1.682.220.000,00","21,24338019"
2016-06-23 0:00:00,"13,676","2,616","35.210.083,61","17,38","4.910,04","8,50","1.738.570.000,00","21,27632877"
2016-06-24 0:00:00,"13,942","2,635","42.975.326,33","17,58","4.707,98","8,46","4.411.040.000,00","22,20737633"
2016-06-27 0:00:00,"13,933","2,634","9.026.418,67","16,02","4.594,44","8,43","2.659.650.000,00","21,70146037"
2016-06-28 0:00:00,"12,296","2,509","38.649.828,67","17,47","4.691,87","8,45","2.074.090.000,00","21,45278834"
2016-06-29 0:00:00,"12,800","2,549","24.102.058,67","17,00","4.779,25","8,47","2.116.550.000,00","21,47305324"
2016-06-30 0:00:00,"13,336","2,590","25.109.656,27","17,04","4.842,67","8,49","2.171.180.000,00","21,49853664"
2016-07-01 0:00:00,"12,330","2,512","16.090.108,05","16,59","4.862,57","8,49","1.745.130.000,00","21,28009489"
2016-07-05 0:00:00,"10,541","2,355","40.761.274,60","17,52","4.822,90","8,48","1.690.340.000,00","21,24819553"
2016-07-06 0:00:00,"10,511","2,352","16.042.852,43","16,59","4.859,16","8,49","1.876.090.000,00","21,35245566"
2016-07-07 0:00:00,"10,099","2,312","13.787.778,17","16,44","4.876,81","8,49","1.672.770.000,00","21,23774677"
2016-07-08 0:00:00,"11,395","2,433","17.821.594,50","16,70","4.956,76","8,51","1.947.260.000,00","21,38968909"
2016-07-11 0:00:00,"10,515","2,353","11.938.095,54","16,30","4.988,64","8,51","1.718.450.000,00","21,26468856"
2016-07-12 0:00:00,"10,606","2,361","8.944.484,25","16,01","5.022,82","8,52","1.866.280.000,00","21,34721298"
2016-07-13 0:00:00,"10,489","2,350","6.087.112,24","15,62","5.005,73","8,52","1.650.820.000,00","21,22453797"
2016-07-14 0:00:00,"11,243","2,420","13.698.700,02","16,43","5.034,06","8,52","1.641.170.000,00","21,21867524"
2016-07-15 0:00:00,"11,325","2,427","13.798.764,39","16,44","5.029,59","8,52","1.610.300.000,00","21,19968633"
2016-07-18 0:00:00,"11,023","2,400","13.898.138,25","16,45","5.055,78","8,53","1.585.570.000,00","21,1842098"
2016-07-19 0:00:00,"11,583","2,449","20.242.192,24","16,82","5.036,37","8,52","1.694.740.000,00","21,25079517"
2016-07-20 0:00:00,"12,153","2,498","29.894.784,28","17,21","5.089,93","8,54","1.877.330.000,00","21,35311639"
2016-07-21 0:00:00,"12,606","2,534","24.473.811,51","17,01","5.073,90","8,53","1.880.310.000,00","21,35470249"
2016-07-22 0:00:00,"14,320","2,662","72.391.413,22","18,10","5.100,16","8,54","1.639.000.000,00","21,21735214"
2016-07-25 0:00:00,"13,817","2,626","33.694.267,53","17,33","5.097,63","8,54","1.770.620.000,00","21,2945956"
2016-07-26 0:00:00,"11,772","2,466","76.432.695,00","18,15","5.110,05","8,54","2.038.060.000,00","21,43526421"
2016-07-27 0:00:00,"12,966","2,562","48.754.958,64","17,70","5.139,81","8,54","2.122.250.000,00","21,47574268"
2016-07-28 0:00:00,"12,883","2,556","19.481.593,53","16,78","5.154,98","8,55","1.950.910.000,00","21,39156177"
2016-07-29 0:00:00,"12,840","2,553","10.125.341,28","16,13","5.162,13","8,55","2.072.640.000,00","21,45208899"
2016-08-01 0:00:00,"10,968","2,395","17.147.499,53","16,66","5.184,20","8,55","1.866.590.000,00","21,34737907"
2016-08-02 0:00:00,"8,353","2,123","60.708.724,34","17,92","5.137,73","8,54","2.142.010.000,00","21,48501048"
2016-08-03 0:00:00,"10,222","2,325","44.330.639,68","17,61","5.159,74","8,55","1.909.470.000,00","21,37009155"
